Time(s),ResponseKp1_Tiinf_Td0,ResponseKp6_TiinfTd0,ResponseKp6_Tiinf_Td1,ResponseKp6_Tiinf_Td0.25
5.308,6.36602,6.27091,6.14512,6.29545
5.31,6.36602,6.27091,6.16353,6.29545
5.312,6.36602,6.27091,6.18194,6.29545
5.314,6.36602,6.27091,6.20342,6.29545
5.316,6.36602,6.27091,6.21875,6.29545
5.318,6.36602,6.27091,6.22796,6.29545
5.32,6.36602,6.27091,6.22796,6.29545
5.322,6.36602,6.27091,6.21875,6.29545
5.324,6.36602,6.27091,6.20035,6.29545
5.326,6.36602,6.27091,6.17887,6.29545
5.328,6.36602,6.27091,6.16046,6.29545
5.33,6.36602,6.27091,6.14819,6.29545
5.332,6.36602,6.27091,6.14206,6.29545
5.334,6.36602,6.27091,6.14512,6.29545
5.336,6.36602,6.27091,6.1574,6.29545
5.338,6.36602,6.27091,6.17887,6.29545
5.34,6.36602,6.27091,6.19728,6.29545
5.342,6.36602,6.27091,6.21569,6.29545
5.344,6.36602,6.27091,6.22796,6.29545
5.346,6.36602,6.27091,6.22796,6.29545
5.348,6.36602,6.27091,6.22489,6.29545
5.35,6.36602,6.27091,6.20955,6.29545
5.352,6.36602,6.27091,6.18808,6.29545
5.354,6.36602,6.27091,6.16967,6.29545
5.356,6.36602,6.27091,6.15433,6.29545
5.358,6.36602,6.27091,6.14512,6.29545
5.36,6.36602,6.27091,6.14512,6.29545
5.362,6.36602,6.27091,6.15433,6.29545
5.364,6.36602,6.27091,6.17274,6.29545
5.366,6.36602,6.27091,6.19421,6.29545
5.368,6.36602,6.27091,6.21262,6.29545
5.37,6.36602,6.27091,6.22489,6.29545
5.372,6.36602,6.27091,6.23103,6.29545
5.374,6.36602,6.27091,6.22796,6.29545
5.376,6.36602,6.27091,6.21569,6.29545
5.378,6.36602,6.27091,6.19728,6.29545
5.38,6.36602,6.27091,6.17887,6.29545
5.382,6.36602,6.27091,6.16353,6.29545
5.384,6.36602,6.27091,6.15433,6.29545
5.386,6.36602,6.27091,6.15126,6.29545
5.388,6.36602,6.27091,6.16046,6.29545
5.39,6.36602,6.27091,6.1758,6.29545
5.392,6.36602,6.27091,6.19421,6.29545
5.394,6.36602,6.27091,6.21569,6.29545
5.396,6.36602,6.27091,6.22796,6.29545
5.398,6.36602,6.27091,6.23716,6.29545
5.4,6.36602,6.27091,6.23409,6.29545
5.402,6.36602,6.27091,6.22489,6.29545
5.404,6.36602,6.27091,6.20342,6.29545
5.406,6.36602,6.27091,6.18501,6.29545
5.408,6.36602,6.27091,6.1666,6.29545
5.41,6.36602,6.27091,6.1574,6.29545
5.412,6.36602,6.27091,6.15433,6.29545
5.414,6.36602,6.27091,6.1574,6.29545
5.416,6.36602,6.27091,6.17274,6.29545
5.418,6.36602,6.27091,6.19421,6.29545
5.42,6.36602,6.27091,6.21262,6.29545
5.422,6.36602,6.27091,6.23103,6.29545
5.424,6.36602,6.27091,6.24023,6.29545
5.426,6.36602,6.27091,6.24023,6.29545
5.428,6.36602,6.27091,6.23103,6.29545
5.43,6.36602,6.27091,6.21262,6.29545
5.432,6.36602,6.27091,6.19114,6.29545
5.434,6.36602,6.27091,6.1758,6.29545
5.436,6.36602,6.27091,6.16353,6.29545
5.438,6.36602,6.27091,6.1574,6.29545
5.44,6.36602,6.27091,6.16046,6.29545
5.442,6.36602,6.27091,6.17274,6.29545
5.444,6.36602,6.27091,6.19114,6.29545
5.446,6.36602,6.27091,6.21262,6.29545
5.448,6.36602,6.27091,6.22796,6.29545
5.45,6.36602,6.27091,6.24023,6.29545
5.452,6.36602,6.27091,6.24023,6.29545
5.454,6.36602,6.27091,6.23409,6.29545
5.456,6.36602,6.27091,6.21875,6.29545
5.458,6.36602,6.27091,6.19728,6.29545
5.46,6.36602,6.27091,6.17887,6.29545
5.462,6.36602,6.27091,6.1666,6.29545
5.464,6.36602,6.27091,6.1574,6.29545
5.466,6.36602,6.27091,6.16046,6.29545
5.468,6.36602,6.27091,6.17274,6.29545
5.47,6.36602,6.27091,6.19114,6.29545
5.472,6.36602,6.27091,6.20955,6.29545
5.474,6.36602,6.27091,6.22796,6.29545
5.476,6.36602,6.27091,6.24023,6.29545
5.478,6.36602,6.27091,6.2433,6.29545
5.48,6.36602,6.27091,6.23716,6.29545
5.482,6.36602,6.27091,6.22182,6.29545
5.484,6.36602,6.27091,6.20342,6.29545
5.486,6.36602,6.27091,6.18501,6.29545
5.488,6.36602,6.27091,6.16967,6.29545
5.49,6.36602,6.27091,6.16046,6.29545
5.492,6.36602,6.27091,6.16046,6.29545
5.494,6.36602,6.27091,6.17274,6.29545
5.496,6.36602,6.27091,6.19114,6.29545
5.498,6.36602,6.27091,6.20955,6.29545
5.5,6.36602,6.27091,6.22796,6.29545
5.502,6.36602,6.27091,6.24023,6.29545
5.504,6.36602,6.27091,6.24637,6.29545
5.506,6.36602,6.27091,6.2433,6.29545
5.508,6.36602,6.27091,6.22796,6.29545
5.51,6.36602,6.27091,6.20955,6.29545
5.512,6.36602,6.27091,6.19114,6.29545
5.514,6.36602,6.27091,6.1758,6.29545
5.516,6.36602,6.27091,6.1666,6.29545
5.518,6.36602,6.27091,6.1666,6.29545
5.52,6.36602,6.27091,6.17274,6.29545
5.522,6.36602,6.27091,6.19114,6.29545
5.524,6.36602,6.27091,6.21262,6.29545
5.526,6.36602,6.27091,6.23103,6.29545
5.528,6.36602,6.27091,6.2433,6.29545
5.53,6.36602,6.27091,6.24943,6.29545
5.532,6.36602,6.27091,6.24637,6.29545
5.534,6.36602,6.27091,6.23409,6.29545
5.536,6.36602,6.27091,6.21569,6.29545
5.538,6.36602,6.27091,6.19421,6.29545
5.54,6.36602,6.27091,6.17887,6.29545
5.542,6.36602,6.27091,6.1666,6.29545
5.544,6.36602,6.27091,6.1666,6.29545
5.546,6.36602,6.27091,6.17274,6.29545
5.548,6.36602,6.27091,6.18808,6.29545
5.55,6.36602,6.27091,6.20955,6.29545
5.552,6.36602,6.27091,6.23103,6.29545
5.554,6.36602,6.27091,6.24637,6.29545
5.556,6.36602,6.27091,6.2525,6.29545
5.558,6.36602,6.27091,6.2525,6.29545
5.56,6.36602,6.27091,6.2433,6.29545
5.562,6.36602,6.27091,6.22489,6.29545
5.564,6.36602,6.27091,6.20342,6.29545
5.566,6.36602,6.27091,6.18501,6.29545
5.568,6.36602,6.27091,6.17274,6.29545
5.57,6.36602,6.27091,6.1666,6.29545
5.572,6.36602,6.27091,6.16967,6.29545
5.574,6.36602,6.27091,6.18194,6.29545
5.576,6.36602,6.27091,6.20342,6.29545
5.578,6.36602,6.27091,6.22182,6.29545
5.58,6.36602,6.27091,6.24023,6.29545
5.582,6.36602,6.27091,6.2525,6.29545
5.584,6.36602,6.27091,6.2525,6.29545
5.586,6.36602,6.27091,6.24943,6.29545
5.588,6.36602,6.27091,6.23409,6.29545
5.59,6.36602,6.27091,6.21262,6.29545
5.592,6.36602,6.27091,6.19114,6.29545
5.594,6.36602,6.27091,6.1758,6.29545
5.596,6.36602,6.27091,6.1666,6.29545
5.598,6.36602,6.27091,6.1666,6.29545
5.6,6.36602,6.27091,6.17887,6.29545
5.602,6.36602,6.27091,6.19421,6.29545
5.604,6.36602,6.27091,6.21569,6.29545
5.606,6.36602,6.27091,6.23409,6.29545
5.608,6.36602,6.27091,6.24943,6.29545
5.61,6.36602,6.27091,6.25557,6.29545
5.612,6.36602,6.27091,6.25557,6.29545
5.614,6.36602,6.27091,6.2433,6.29545
5.616,6.36602,6.27091,6.22489,6.29545
5.618,6.36602,6.27091,6.20342,6.29545
5.62,6.36602,6.27091,6.18808,6.29545
5.622,6.36602,6.27091,6.1758,6.29545
5.624,6.36602,6.27091,6.17274,6.29545
5.626,6.36602,6.27091,6.17887,6.29545
5.628,6.36602,6.27091,6.19114,6.29545
5.63,6.36602,6.27091,6.21262,6.29545
5.632,6.36602,6.27091,6.23103,6.29545
5.634,6.36602,6.27091,6.24943,6.29545
5.636,6.36602,6.27091,6.25557,6.29545
5.638,6.36602,6.27091,6.25864,6.29545
5.64,6.36602,6.27091,6.24943,6.29545
5.642,6.36602,6.27091,6.23103,6.29545
5.644,6.36602,6.27091,6.21262,6.29545
5.646,6.36602,6.27091,6.19114,6.29545
5.648,6.36602,6.27091,6.17887,6.29545
5.65,6.36602,6.27091,6.16967,6.29545
5.652,6.36602,6.27091,6.17274,6.29545
5.654,6.36602,6.27091,6.18501,6.29545
5.656,6.36602,6.27091,6.20342,6.29545
5.658,6.36602,6.27091,6.22489,6.29545
5.66,6.36602,6.27091,6.2433,6.29545
5.662,6.36602,6.27091,6.25557,6.29545
5.664,6.36602,6.27091,6.26171,6.29545
5.666,6.36602,6.27091,6.25864,6.29545
5.668,6.36602,6.27091,6.2433,6.29545
5.67,6.36602,6.27091,6.22489,6.29545
5.672,6.36602,6.27091,6.20342,6.29545
5.674,6.36602,6.27091,6.18808,6.29545
5.676,6.36602,6.27091,6.17887,6.29545
5.678,6.36602,6.27091,6.1758,6.29545
5.68,6.36602,6.27091,6.18194,6.29545
5.682,6.36602,6.27091,6.19728,6.29545
5.684,6.36602,6.27091,6.21875,6.29545
5.686,6.36602,6.27091,6.24023,6.29545
5.688,6.36602,6.27091,6.25557,6.29545
5.69,6.36602,6.27091,6.26477,6.29545
5.692,6.36602,6.27091,6.26477,6.29545
5.694,6.36602,6.27091,6.25557,6.29545
5.696,6.36602,6.27091,6.23716,6.29545
5.698,6.36602,6.27091,6.21569,6.29545
5.7,6.36602,6.27091,6.19728,6.29545
5.702,6.36602,6.27091,6.18194,6.29545
5.704,6.36602,6.27091,6.17887,6.29545
5.706,6.36602,6.27091,6.17887,6.29545
5.708,6.36602,6.27091,6.19114,6.29545
5.71,6.36602,6.27091,6.20955,6.29545
5.712,6.36602,6.27091,6.23103,6.29545
5.714,6.36602,6.27091,6.24943,6.29545
5.716,6.36602,6.27091,6.26171,6.29545
5.718,6.36602,6.27091,6.26477,6.29545
5.72,6.36602,6.27091,6.26171,6.29545
5.722,6.36602,6.27091,6.24637,6.29545
5.724,6.36602,6.27091,6.22796,6.29545
5.726,6.36602,6.27091,6.20648,6.29545
5.728,6.36602,6.27091,6.19114,6.29545
5.73,6.36602,6.27091,6.17887,6.29545
5.732,6.36602,6.27091,6.17887,6.29545
5.734,6.36602,6.27091,6.18808,6.29545
5.736,6.36602,6.27091,6.20342,6.29545
5.738,6.36602,6.27091,6.22489,6.29545
5.74,6.36602,6.27091,6.2433,6.29545
5.742,6.36602,6.27091,6.25864,6.29545
5.744,6.36602,6.27091,6.26784,6.29545
5.746,6.36602,6.27091,6.26784,6.29545
5.748,6.36602,6.27091,6.25864,6.29545
5.75,6.36602,6.27091,6.24023,6.29545
5.752,6.36602,6.27091,6.21875,6.29545
5.754,6.36602,6.27091,6.20035,6.29545
5.756,6.36602,6.27091,6.18501,6.29545
5.758,6.36602,6.27091,6.17887,6.29545
5.76,6.36602,6.27091,6.17887,6.29545
5.762,6.36602,6.27091,6.19114,6.29545
5.764,6.36602,6.27091,6.21262,6.29545
5.766,6.36602,6.27091,6.23409,6.29545
5.768,6.36602,6.27091,6.24943,6.29545
5.77,6.36602,6.27091,6.26171,6.29545
5.772,6.36602,6.27091,6.26477,6.29545
5.774,6.36602,6.27091,6.26171,6.29545
5.776,6.36602,6.27091,6.24943,6.29545
5.778,6.36602,6.27091,6.22796,6.29545
5.78,6.36602,6.27091,6.20955,6.29545
5.782,6.36602,6.27091,6.19114,6.29545
5.784,6.36602,6.27091,6.18194,6.29545
5.786,6.36602,6.27091,6.18194,6.29545
5.788,6.36602,6.27091,6.19114,6.29545
5.79,6.36602,6.27091,6.20648,6.29545
5.792,6.36602,6.27091,6.22796,6.29545
5.794,6.36602,6.27091,6.24637,6.29545
5.796,6.36602,6.27091,6.26171,6.29545
5.798,6.36602,6.27091,6.26784,6.29545
5.8,6.36602,6.27091,6.26784,6.29545
5.802,6.36602,6.27091,6.25557,6.29545
5.804,6.36602,6.27091,6.24023,6.29545
5.806,6.36602,6.27091,6.21875,6.29545
5.808,6.36602,6.27091,6.20035,6.29545
5.81,6.36602,6.27091,6.18808,6.29545
5.812,6.36602,6.27091,6.18194,6.29545
5.814,6.36602,6.27091,6.18501,6.29545
5.816,6.36602,6.27091,6.20035,6.29545
5.818,6.36602,6.27091,6.21875,6.29545
5.82,6.36602,6.27091,6.24023,6.29545
5.822,6.36602,6.27091,6.25557,6.29545
5.824,6.36602,6.27091,6.26477,6.29545
5.826,6.36602,6.27091,6.26784,6.29545
5.828,6.36602,6.27091,6.26171,6.29545
5.83,6.36602,6.27091,6.24637,6.29545
5.832,6.36602,6.27091,6.22489,6.29545
5.834,6.36602,6.27091,6.20648,6.29545
5.836,6.36602,6.27091,6.19114,6.29545
5.838,6.36602,6.27091,6.18194,6.29545
5.84,6.36602,6.27091,6.18194,6.29545
5.842,6.36602,6.27091,6.19421,6.29545
5.844,6.36602,6.27091,6.21262,6.29545
5.846,6.36602,6.27091,6.23409,6.29545
5.848,6.36602,6.27091,6.2525,6.29545
5.85,6.36602,6.27091,6.26477,6.29545
5.852,6.36602,6.27091,6.26784,6.29545
5.854,6.36602,6.27091,6.26477,6.29545
5.856,6.36602,6.27091,6.2525,6.29545
5.858,6.36602,6.27091,6.23409,6.29545
5.86,6.36602,6.27091,6.21569,6.29545
5.862,6.36602,6.27091,6.19728,6.29545
5.864,6.36602,6.27091,6.18808,6.29545
5.866,6.36602,6.27091,6.18501,6.29545
5.868,6.36602,6.27091,6.19114,6.29545
5.87,6.36602,6.27091,6.20648,6.29545
5.872,6.36602,6.27091,6.22796,6.29545
5.874,6.36602,6.27091,6.24637,6.29545
5.876,6.36602,6.27091,6.26477,6.29545
5.878,6.36602,6.27091,6.27091,6.29545
5.88,6.36602,6.27091,6.27091,6.29545
5.882,6.36602,6.27091,6.26171,6.29545
5.884,6.36602,6.27091,6.24637,6.29545
5.886,6.36602,6.27091,6.22489,6.29545
5.888,6.36602,6.27091,6.20342,6.29545
5.89,6.36602,6.27091,6.19114,6.29545
5.892,6.36602,6.27091,6.18194,6.29545
5.894,6.36602,6.27091,6.18501,6.29545
5.896,6.36602,6.27091,6.19728,6.29545
5.898,6.36602,6.27091,6.21569,6.29545
5.9,6.36602,6.27091,6.23716,6.29545
5.902,6.36602,6.27091,6.2525,6.29545
5.904,6.36602,6.27091,6.26477,6.29545
5.906,6.36602,6.27091,6.26784,6.29545
5.908,6.36602,6.27091,6.26477,6.29545
5.91,6.36602,6.27091,6.2525,6.29545
5.912,6.36602,6.27091,6.23103,6.29545
5.914,6.36602,6.27091,6.21262,6.29545
5.916,6.36602,6.27091,6.19421,6.29545
5.918,6.36602,6.27091,6.18808,6.29545
5.92,6.36602,6.27091,6.18501,6.29545
5.922,6.36602,6.27091,6.19421,6.29545
5.924,6.36602,6.27091,6.21262,6.29545
5.926,6.36602,6.27091,6.23409,6.29545
5.928,6.36602,6.27091,6.2525,6.29545
5.93,6.36602,6.27091,6.26477,6.29545
5.932,6.36602,6.27091,6.27091,6.29545
5.934,6.36602,6.27091,6.26784,6.29545
5.936,6.36602,6.27091,6.25557,6.29545
5.938,6.36602,6.27091,6.23716,6.29545
5.94,6.36602,6.27091,6.21875,6.29545
5.942,6.36602,6.27091,6.20342,6.29545
5.944,6.36602,6.27091,6.19114,6.29545
5.946,6.36602,6.27091,6.18808,6.29545
5.948,6.36602,6.27091,6.19421,6.29545
5.95,6.36602,6.27091,6.21262,6.29545
5.952,6.36602,6.27091,6.23103,6.29545
5.954,6.36602,6.27091,6.24943,6.29545
5.956,6.36602,6.27091,6.26477,6.29545
5.958,6.36602,6.27091,6.27398,6.29545
5.96,6.36602,6.27091,6.27091,6.29545
5.962,6.36602,6.27091,6.26171,6.29545
5.964,6.36602,6.27091,6.2433,6.29545
5.966,6.36602,6.27091,6.22182,6.29545
5.968,6.36602,6.27091,6.20648,6.29545
5.97,6.36602,6.27091,6.19421,6.29545
5.972,6.36602,6.27091,6.19114,6.29545
5.974,6.36602,6.27091,6.19728,6.29545
5.976,6.36602,6.27091,6.20955,6.29545
5.978,6.36602,6.27091,6.23103,6.29545
5.98,6.36602,6.27091,6.24943,6.29545
5.982,6.36602,6.27091,6.26477,6.29545
5.984,6.36602,6.27091,6.27398,6.29545
5.986,6.36602,6.27091,6.27398,6.29545
5.988,6.36602,6.27091,6.26477,6.29545
5.99,6.36602,6.27091,6.24637,6.29545
5.992,6.36602,6.27091,6.22796,6.29545
5.994,6.36602,6.27091,6.20955,6.29545
5.996,6.36602,6.27091,6.19421,6.29545
5.998,6.36602,6.27091,6.18808,6.29545
6,6.36602,6.27091,6.19114,6.29545
6.002,6.36602,6.27091,6.20648,6.29545
6.004,6.36602,6.27091,6.22489,6.29545
6.006,6.36602,6.27091,6.2433,6.29545
6.008,6.36602,6.27091,6.26171,6.29545
6.01,6.36602,6.27091,6.27091,6.29545
6.012,6.36602,6.27091,6.27398,6.29545
6.014,6.36602,6.27091,6.26477,6.29545
6.016,6.36602,6.27091,6.24943,6.29545
6.018,6.36602,6.27091,6.23103,6.29545
6.02,6.36602,6.27091,6.21262,6.29545
6.022,6.36602,6.27091,6.19728,6.29545
6.024,6.36602,6.27091,6.19114,6.29545
6.026,6.36602,6.27091,6.19114,6.29545
6.028,6.36602,6.27091,6.20342,6.29545
6.03,6.36602,6.27091,6.22182,6.29545
6.032,6.36602,6.27091,6.24023,6.29545
6.034,6.36602,6.27091,6.25864,6.29545
6.036,6.36602,6.27091,6.27091,6.29545
6.038,6.36602,6.27091,6.27398,6.29545
6.04,6.36602,6.27091,6.27091,6.29545
6.042,6.36602,6.27091,6.25864,6.29545
6.044,6.36602,6.27091,6.23716,6.29545
6.046,6.36602,6.27091,6.21875,6.29545
6.048,6.36602,6.27091,6.20342,6.29545
6.05,6.36602,6.27091,6.19421,6.29545
6.052,6.36602,6.27091,6.19114,6.29545
6.054,6.36602,6.27091,6.20035,6.29545
6.056,6.36602,6.27091,6.21875,6.29545
6.058,6.36602,6.27091,6.23716,6.29545
6.06,6.36602,6.27091,6.25557,6.29545
6.062,6.36602,6.27091,6.27091,6.29545
6.064,6.36602,6.27091,6.27705,6.29545
6.066,6.36602,6.27091,6.27705,6.29545
6.068,6.36602,6.27091,6.26477,6.29545
6.07,6.36602,6.27091,6.24637,6.29545
6.072,6.36602,6.27091,6.22796,6.29545
6.074,6.36602,6.27091,6.20955,6.29545
6.076,6.36602,6.27091,6.19728,6.29545
6.078,6.36602,6.27091,6.19114,6.29545
6.08,6.36602,6.27091,6.19728,6.29545
6.082,6.36602,6.27091,6.21262,6.29545
6.084,6.36602,6.27091,6.23103,6.29545
6.086,6.36602,6.27091,6.24943,6.29545
6.088,6.36602,6.27091,6.26784,6.29545
6.09,6.36602,6.27091,6.27705,6.29545
6.092,6.36602,6.27091,6.27705,6.29545
6.094,6.36602,6.27091,6.26784,6.29545
6.096,6.36602,6.27091,6.2525,6.29545
6.098,6.36602,6.27091,6.23103,6.29545
6.1,6.36602,6.27091,6.21262,6.29545
6.102,6.36602,6.27091,6.20035,6.29545
6.104,6.36602,6.27091,6.19421,6.29545
6.106,6.36602,6.27091,6.19421,6.29545
6.108,6.36602,6.27091,6.20648,6.29545
6.11,6.36602,6.27091,6.22796,6.29545
6.112,6.36602,6.27091,6.24637,6.29545
6.114,6.36602,6.27091,6.26477,6.29545
6.116,6.36602,6.27091,6.27705,6.29545
6.118,6.36602,6.27091,6.28011,6.29545
6.12,6.36602,6.27091,6.27398,6.29545
6.122,6.36602,6.27091,6.25864,6.29545
6.124,6.36602,6.27091,6.24023,6.29545
6.126,6.36602,6.27091,6.22182,6.29545
6.128,6.36602,6.27091,6.20648,6.29545
6.13,6.36602,6.27091,6.19728,6.29545
6.132,6.36602,6.27091,6.19728,6.29545
6.134,6.36602,6.27091,6.20648,6.29545
6.136,6.36602,6.27091,6.22489,6.29545
6.138,6.36602,6.27091,6.2433,6.29545
6.14,6.36602,6.27091,6.26171,6.29545
6.142,6.36602,6.27091,6.27705,6.29545
6.144,6.36602,6.27091,6.28011,6.29545
6.146,6.36602,6.27091,6.27705,6.29545
6.148,6.36602,6.27091,6.26477,6.29545
6.15,6.36602,6.27091,6.24637,6.29545
6.152,6.36602,6.27091,6.22796,6.29545
6.154,6.36602,6.27091,6.21262,6.29545
6.156,6.36602,6.27091,6.20342,6.29545
6.158,6.36602,6.27091,6.20342,6.29545
6.16,6.36602,6.27091,6.20955,6.29545
6.162,6.36602,6.27091,6.22796,6.29545
6.164,6.36602,6.27091,6.24637,6.29545
6.166,6.36602,6.27091,6.26477,6.29545
6.168,6.36602,6.27091,6.27705,6.29545
6.17,6.36602,6.27091,6.28318,6.29545
6.172,6.36602,6.27091,6.28011,6.29545
6.174,6.36602,6.27091,6.26784,6.29545
6.176,6.36602,6.27091,6.24943,6.29545
6.178,6.36602,6.27091,6.23103,6.29545
6.18,6.36602,6.27091,6.21569,6.29545
6.182,6.36602,6.27091,6.20342,6.29545
6.184,6.36602,6.27091,6.20342,6.29545
6.186,6.36602,6.27091,6.20955,6.29545
6.188,6.36602,6.27091,6.22796,6.29545
6.19,6.36602,6.27091,6.24637,6.29545
6.192,6.36602,6.27091,6.26477,6.29545
6.194,6.36602,6.27091,6.28011,6.29545
6.196,6.36602,6.27091,6.28932,6.29545
6.198,6.36602,6.27091,6.28625,6.29545
6.2,6.36602,6.27091,6.27398,6.29545
6.202,6.36602,6.27091,6.25864,6.29545
6.204,6.36602,6.27091,6.23716,6.29545
6.206,6.36602,6.27091,6.21875,6.29545
6.208,6.36602,6.27091,6.20648,6.29545
6.21,6.36602,6.27091,6.20342,6.29545
6.212,6.36602,6.27091,6.20648,6.29545
6.214,6.36602,6.27091,6.22182,6.29545
6.216,6.36602,6.27091,6.24023,6.29545
6.218,6.36602,6.27091,6.25864,6.29545
6.22,6.36602,6.27091,6.27705,6.29545
6.222,6.36602,6.27091,6.28625,6.29545
6.224,6.36602,6.27091,6.28625,6.29545
6.226,6.36602,6.27091,6.27705,6.29545
6.228,6.36602,6.27091,6.26171,6.29545
6.23,6.36602,6.27091,6.24023,6.29545
6.232,6.36602,6.27091,6.22182,6.29545
6.234,6.36602,6.27091,6.20955,6.29545
6.236,6.36602,6.27091,6.20342,6.29545
6.238,6.36602,6.27091,6.20648,6.29545
6.24,6.36602,6.27091,6.21875,6.29545
6.242,6.36602,6.27091,6.23716,6.29545
6.244,6.36602,6.27091,6.25864,6.29545
6.246,6.36602,6.27091,6.27398,6.29545
6.248,6.36602,6.27091,6.28625,6.29545
6.25,6.36602,6.27091,6.28625,6.29545
6.252,6.36602,6.27091,6.28011,6.29545
6.254,6.36602,6.27091,6.26477,6.29545
6.256,6.36602,6.27091,6.24637,6.29545
6.258,6.36602,6.27091,6.22796,6.29545
6.26,6.36602,6.27091,6.21262,6.29545
6.262,6.36602,6.27091,6.20342,6.29545
6.264,6.36602,6.27091,6.20342,6.29545
6.266,6.36602,6.27091,6.21262,6.29545
6.268,6.36602,6.27091,6.23409,6.29545
6.27,6.36602,6.27091,6.2525,6.29545
6.272,6.36602,6.27091,6.27091,6.29545
6.274,6.36602,6.27091,6.28625,6.29545
6.276,6.36602,6.27091,6.28932,6.29545
6.278,6.36602,6.27091,6.28932,6.29545
6.28,6.36602,6.27091,6.27705,6.29545
6.282,6.36602,6.27091,6.25557,6.29545
6.284,6.36602,6.27091,6.23716,6.29545
6.286,6.36602,6.27091,6.21875,6.29545
6.288,6.36602,6.27091,6.20955,6.29545
6.29,6.36602,6.27091,6.20648,6.29545
6.292,6.36602,6.27091,6.21262,6.29545
6.294,6.36602,6.27091,6.22796,6.29545
6.296,6.36602,6.27091,6.24637,6.29545
6.298,6.36602,6.27091,6.26784,6.29545
6.3,6.36602,6.27091,6.28318,6.29545
6.302,6.36602,6.27091,6.29239,6.29545
6.304,6.36602,6.27091,6.29239,6.29545
6.306,6.36602,6.27091,6.28318,6.29545
6.308,6.36602,6.27091,6.26477,6.29545
6.31,6.36602,6.27091,6.2433,6.29545
6.312,6.36602,6.27091,6.22796,6.29545
6.314,6.36602,6.27091,6.21262,6.29545
6.316,6.36602,6.27091,6.20648,6.29545
6.318,6.36602,6.27091,6.20955,6.29545
6.32,6.36602,6.27091,6.22489,6.29545
6.322,6.36602,6.27091,6.2433,6.29545
6.324,6.36602,6.27091,6.26171,6.29545
6.326,6.36602,6.27091,6.27705,6.29545
6.328,6.36602,6.27091,6.28625,6.29545
6.33,6.36602,6.27091,6.28932,6.29545
6.332,6.36602,6.27091,6.28011,6.29545
6.334,6.36602,6.27091,6.26477,6.29545
6.336,6.36602,6.27091,6.2433,6.29545
6.338,6.36602,6.27091,6.22796,6.29545
6.34,6.36602,6.27091,6.21262,6.29545
6.342,6.36602,6.27091,6.20648,6.29545
6.344,6.36602,6.27091,6.20955,6.29545
6.346,6.36602,6.27091,6.22182,6.29545
6.348,6.36602,6.27091,6.2433,6.29545
6.35,6.36602,6.27091,6.26171,6.29545
6.352,6.36602,6.27091,6.27705,6.29545
6.354,6.36602,6.27091,6.28625,6.29545
6.356,6.36602,6.27091,6.28932,6.29545
6.358,6.36602,6.27091,6.28318,6.29545
6.36,6.36602,6.27091,6.26784,6.29545
6.362,6.36602,6.27091,6.24637,6.29545
6.364,6.36602,6.27091,6.22796,6.29545
6.366,6.36602,6.27091,6.21262,6.29545
6.368,6.36602,6.27091,6.20648,6.29545
6.37,6.36602,6.27091,6.20648,6.29545
6.372,6.36602,6.27091,6.21875,6.29545
6.374,6.36602,6.27091,6.23716,6.29545
6.376,6.36602,6.27091,6.25864,6.29545
6.378,6.36602,6.27091,6.27398,6.29545
6.38,6.36602,6.27091,6.28625,6.29545
6.382,6.36602,6.27091,6.28932,6.29545
6.384,6.36602,6.27091,6.28318,6.29545
6.386,6.36602,6.27091,6.26784,6.29545
6.388,6.36602,6.27091,6.24943,6.29545
6.39,6.36602,6.27091,6.23103,6.29545
6.392,6.36602,6.27091,6.21569,6.29545
6.394,6.36602,6.27091,6.20955,6.29545
6.396,6.36602,6.27091,6.20955,6.29545
6.398,6.36602,6.27091,6.22182,6.29545
6.4,6.36602,6.27091,6.24023,6.29545
6.402,6.36602,6.27091,6.25864,6.29545
6.404,6.36602,6.27091,6.27398,6.29545
6.406,6.36602,6.27091,6.28625,6.29545
6.408,6.36602,6.27091,6.28932,6.29545
6.41,6.36602,6.27091,6.28318,6.29545
6.412,6.36602,6.27091,6.26784,6.29545
6.414,6.36602,6.27091,6.24637,6.29545
6.416,6.36602,6.27091,6.22796,6.29545
6.418,6.36602,6.27091,6.21569,6.29545
6.42,6.36602,6.27091,6.20955,6.29545
6.422,6.36602,6.27091,6.20955,6.29545
6.424,6.36602,6.27091,6.22182,6.29545
6.426,6.36602,6.27091,6.24023,6.29545
6.428,6.36602,6.27091,6.25864,6.29545
6.43,6.36602,6.27091,6.27398,6.29545
6.432,6.36602,6.27091,6.28625,6.29545
6.434,6.36602,6.27091,6.28932,6.29545
6.436,6.36602,6.27091,6.28318,6.29545
6.438,6.36602,6.27091,6.26784,6.29545
6.44,6.36602,6.27091,6.24943,6.29545
6.442,6.36602,6.27091,6.23103,6.29545
6.444,6.36602,6.27091,6.21569,6.29545
6.446,6.36602,6.27091,6.20955,6.29545
6.448,6.36602,6.27091,6.20955,6.29545
6.45,6.36602,6.27091,6.21875,6.29545
6.452,6.36602,6.27091,6.24023,6.29545
6.454,6.36602,6.27091,6.25864,6.29545
6.456,6.36602,6.27091,6.27398,6.29545
6.458,6.36602,6.27091,6.28625,6.29545
6.46,6.36602,6.27091,6.28932,6.29545
6.462,6.36602,6.27091,6.28625,6.29545
6.464,6.36602,6.27091,6.27091,6.29545
6.466,6.36602,6.27091,6.2525,6.29545
