Time(s),SustainedOscillation,Setpoint,ZNPID,Optimised
1.954,10.5231,6.2832,4.54978,7.39378
1.956,10.6029,6.2832,4.55285,7.39378
1.958,10.6796,6.2832,4.55592,7.39378
1.96,10.7532,6.2832,4.56206,7.39378
1.962,10.8238,6.2832,4.56819,7.39378
1.964,10.8974,6.2832,4.57433,7.39378
1.966,10.9649,6.2832,4.5774,7.39378
1.968,11.0324,6.2832,4.58353,7.39378
1.97,11.0999,6.2832,4.58967,7.39378
1.972,11.1643,6.2832,4.59887,7.39378
1.974,11.2257,6.2832,4.60501,7.39378
1.976,11.287,6.2832,4.61114,7.39378
1.978,11.3453,6.2832,4.61728,7.39378
1.98,11.4036,6.2832,4.62648,7.39378
1.982,11.4588,6.2832,4.63262,7.39378
1.984,11.511,6.2832,4.64182,7.39378
1.986,11.5631,6.2832,4.65103,7.39378
1.988,11.6122,6.2832,4.65716,7.39378
1.99,11.6613,6.2832,4.66637,7.39378
1.992,11.7073,6.2832,4.67557,7.39378
1.994,11.7503,6.2832,4.68477,7.39378
1.996,11.7902,6.2832,4.69398,7.39378
1.998,11.8331,6.2832,4.70625,7.39378
2,11.8699,6.2832,4.71545,7.39378
2.002,11.9068,6.2832,4.72466,7.39378
2.004,11.9405,6.2832,4.73386,7.39378
2.006,11.9712,6.2832,4.74613,7.39378
2.008,11.9988,6.2832,4.75534,7.39378
2.01,12.0264,6.2832,4.76761,7.39378
2.012,12.054,6.2832,4.77988,7.39378
2.014,12.0755,6.2832,4.78909,7.39378
2.016,12.097,6.2832,4.80136,7.39378
2.018,12.1154,6.2832,4.81363,7.39378
2.02,12.1338,6.2832,4.8259,7.39378
2.022,12.1491,6.2832,4.83817,7.39378
2.024,12.1614,6.2832,4.85044,7.39378
2.026,12.1737,6.2832,4.86272,7.39378
2.028,12.1798,6.2832,4.87499,7.39378
2.03,12.1859,6.2832,4.88726,7.39378
2.032,12.1921,6.2832,4.89953,7.39378
2.034,12.1951,6.2832,4.91487,7.39378
2.036,12.1951,6.2832,4.92714,7.39378
2.038,12.1921,6.2832,4.93942,7.39378
2.04,12.189,6.2832,4.95476,7.39378
2.042,12.1829,6.2832,4.96703,7.39378
2.044,12.1737,6.2832,4.98237,7.39378
2.046,12.1645,6.2832,4.99771,7.39378
2.048,12.1522,6.2832,5.00998,7.39378
2.05,12.1368,6.2832,5.02532,7.39378
2.052,12.1215,6.2832,5.04066,7.39378
2.054,12.1,6.2832,5.05293,7.39378
2.056,12.0816,6.2832,5.06827,7.39378
2.058,12.0571,6.2832,5.08361,7.39378
2.06,12.0325,6.2832,5.09895,7.39378
2.062,12.008,6.2832,5.11429,7.39378
2.064,11.9773,6.2832,5.12963,7.39378
2.066,11.9466,6.2832,5.14497,7.39378
2.068,11.9129,6.2832,5.16031,7.39378
2.07,11.8791,6.2832,5.17565,7.39378
2.072,11.8423,6.2832,5.19099,7.39378
2.074,11.8024,6.2832,5.20633,7.39378
2.076,11.7626,6.2832,5.22167,7.39378
2.078,11.7196,6.2832,5.23701,7.39378
2.08,11.6736,6.2832,5.25235,7.39378
2.082,11.6276,6.2832,5.26769,7.39378
2.084,11.5785,6.2832,5.2861,7.39378
2.086,11.5294,6.2832,5.30143,7.39378
2.088,11.4772,6.2832,5.31677,7.39378
2.09,11.422,6.2832,5.33518,7.39378
2.092,11.3637,6.2832,5.35052,7.39378
2.094,11.3054,6.2832,5.36586,7.39378
2.096,11.2471,6.2832,5.38427,7.39378
2.098,11.1858,6.2832,5.39961,7.39378
2.1,11.1214,6.2832,5.41495,7.39378
2.102,11.0569,6.2832,5.43336,7.39378
2.104,10.9925,6.2832,5.4487,7.39378
2.106,10.9219,6.2832,5.4671,7.39378
2.108,10.8514,6.2832,5.48244,7.39378
2.11,10.7808,6.2832,5.49778,7.39378
2.112,10.7072,6.2832,5.51619,7.39378
2.114,10.6305,6.2832,5.53153,7.39378
2.116,10.5569,6.2832,5.54994,7.39378
2.118,10.4771,6.2832,5.56528,7.39378
2.12,10.3973,6.2832,5.58369,7.39378
2.122,10.3175,6.2832,5.59903,7.39378
2.124,10.2347,6.2832,5.61743,7.39378
2.126,10.1488,6.2832,5.63277,7.39378
2.128,10.066,6.2832,5.65118,7.39378
2.13,9.98007,6.2832,5.66652,7.39378
2.132,9.8911,6.2832,5.68493,7.39378
2.134,9.79906,6.2832,5.70027,7.39378
2.136,9.71009,6.2832,5.71868,7.39378
2.138,9.61805,6.2832,5.73402,7.39378
2.14,9.52602,6.2832,5.75242,7.39378
2.142,9.43398,6.2832,5.76776,7.39378
2.144,9.33887,6.2832,5.78617,7.39378
2.146,9.2407,6.2832,5.80151,7.39378
2.148,9.14252,6.2832,5.81992,7.39378
2.15,9.04435,6.2832,5.83526,7.39378
2.152,8.9431,6.2832,5.85367,7.39378
2.154,8.84493,6.2832,5.86901,7.39378
2.156,8.74369,6.2832,5.88742,7.39378
2.158,8.63938,6.2832,5.90276,7.39378
2.16,8.53506,6.2832,5.91809,7.39378
2.162,8.43075,6.2832,5.9365,7.39378
2.164,8.32951,6.2832,5.95184,7.39378
2.166,8.22213,6.2832,5.96718,7.39378
2.168,8.11782,6.2832,5.98559,7.39378
2.17,8.01044,6.2832,6.00093,7.39378
2.172,7.90306,6.2832,6.01627,7.39378
2.174,7.79262,6.2832,6.03161,7.39378
2.176,7.68524,6.2832,6.05002,7.39378
2.178,7.57479,6.2832,6.06536,7.39378
2.18,7.46741,6.2832,6.0807,7.39378
2.182,7.36004,6.2832,6.09604,7.39378
2.184,7.24652,6.2832,6.11138,7.39378
2.186,7.13607,6.2832,6.12978,7.39378
2.188,7.02563,6.2832,6.14512,7.39378
2.19,6.91518,6.2832,6.16046,7.39378
2.192,6.80474,6.2832,6.1758,7.39378
2.194,6.69429,6.2832,6.19114,7.39378
2.196,6.58077,6.2832,6.20648,7.39378
2.198,6.46726,6.2832,6.22182,7.39378
2.2,6.35681,6.2832,6.23716,7.39378
2.202,6.2433,6.2832,6.2525,7.39378
2.204,6.13285,6.2832,6.26784,7.39378
2.206,6.02241,6.2832,6.28011,7.39378
2.208,5.91196,6.2832,6.29545,7.39378
2.21,5.79844,6.2832,6.31079,7.39378
2.212,5.68493,6.2832,6.32307,7.39378
2.214,5.57448,6.2832,6.33841,7.39378
2.216,5.46404,6.2832,6.35375,7.39378
2.218,5.35359,6.2832,6.36602,7.39378
2.22,5.24314,6.2832,6.38136,7.39378
2.222,5.13577,6.2832,6.39363,7.39378
2.224,5.02225,6.2832,6.40897,7.39378
2.226,4.9118,6.2832,6.42124,7.39378
2.228,4.80443,6.2832,6.43351,7.39378
2.23,4.69705,6.2832,6.44885,7.39378
2.232,4.58967,6.2832,6.46112,7.39378
2.234,4.48229,6.2832,6.4734,7.39378
2.236,4.37491,6.2832,6.48567,7.39378
2.238,4.2706,6.2832,6.50101,7.39378
2.24,4.16322,6.2832,6.51328,7.39378
2.242,4.06198,6.2832,6.52555,7.39378
2.244,3.95767,6.2832,6.53782,7.39378
2.246,3.85643,6.2832,6.55009,7.39378
2.248,3.75518,6.2832,6.56237,7.39378
2.25,3.65087,6.2832,6.57157,7.39378
2.252,3.5527,6.2832,6.58384,7.39378
2.254,3.45452,6.2832,6.59611,7.39378
2.256,3.35635,6.2832,6.60839,7.39378
2.258,3.25817,6.2832,6.61759,7.39378
2.26,3.16307,6.2832,6.62986,7.39378
2.262,3.06796,6.2832,6.64213,7.39378
2.264,2.97285,6.2832,6.65134,7.39378
2.266,2.88081,6.2832,6.66361,7.39378
2.268,2.78878,6.2832,6.67281,7.39378
2.27,2.6998,6.2832,6.68202,7.39378
2.272,2.6139,6.2832,6.69429,7.39378
2.274,2.52493,6.2832,6.70349,7.39378
2.276,2.43903,6.2832,6.7127,7.39378
2.278,2.35313,6.2832,6.72497,7.39378
2.28,2.27029,6.2832,6.73417,7.39378
2.282,2.18746,6.2832,6.74338,7.39378
2.284,2.10769,6.2832,6.75258,7.39378
2.286,2.02792,6.2832,6.76178,7.39378
2.288,1.95122,6.2832,6.77099,7.39378
2.29,1.87452,6.2832,6.78019,7.39378
2.292,1.80089,6.2832,6.7894,7.39378
2.294,1.72726,6.2832,6.7986,7.39378
2.296,1.6567,6.2832,6.8078,7.39378
2.298,1.5892,6.2832,6.81394,7.39378
2.3,1.52171,6.2832,6.82314,7.39378
2.302,1.45421,6.2832,6.83235,7.39378
2.304,1.38979,6.2832,6.83848,7.39378
2.306,1.32843,6.2832,6.84769,7.39378
2.308,1.26707,6.2832,6.85382,7.39378
2.31,1.20878,6.2832,6.86303,7.39378
2.312,1.15355,6.2832,6.86916,7.39378
2.314,1.09833,6.2832,6.8753,7.39378
2.316,1.04311,6.2832,6.8845,7.39378
2.318,0.994019,6.2832,6.89064,7.39378
2.32,0.944932,6.2832,6.89677,7.39378
2.322,0.895844,6.2832,6.90291,7.39378
2.324,0.849825,6.2832,6.90905,7.39378
2.326,0.806873,6.2832,6.91518,7.39378
2.328,0.76699,6.2832,6.92132,7.39378
2.33,0.727107,6.2832,6.92745,7.39378
2.332,0.687223,6.2832,6.93359,7.39378
2.334,0.653475,6.2832,6.93666,7.39378
2.336,0.619728,6.2832,6.94279,7.39378
2.338,0.589048,6.2832,6.94893,7.39378
2.34,0.558369,6.2832,6.952,7.39378
2.342,0.530757,6.2832,6.95813,7.39378
2.344,0.506213,6.2832,6.9612,7.39378
2.346,0.48167,6.2832,6.96734,7.39378
2.348,0.463262,6.2832,6.97041,7.39378
2.35,0.441786,6.2832,6.97347,7.39378
2.352,0.426446,6.2832,6.97961,7.39378
2.354,0.411107,6.2832,6.98268,7.39378
2.356,0.398835,6.2832,6.98574,7.39378
2.358,0.389631,6.2832,6.98881,7.39378
2.36,0.380427,6.2832,6.99188,7.39378
2.362,0.374291,6.2832,6.99495,7.39378
2.364,0.368155,6.2832,6.99802,7.39378
2.366,0.368155,6.2832,7.00108,7.39378
2.368,0.368155,6.2832,7.00415,7.39378
2.37,0.371223,6.2832,7.00415,7.39378
2.372,0.377359,6.2832,7.00722,7.39378
2.374,0.383495,6.2832,7.00722,7.39378
2.376,0.392699,6.2832,7.01029,7.39378
2.378,0.404971,6.2832,7.01336,7.39378
2.38,0.420311,6.2832,7.01336,7.39072
2.382,0.43565,6.2832,7.01336,7.39072
2.384,0.454058,6.2832,7.01642,7.39072
2.386,0.472466,6.2832,7.01642,7.39072
2.388,0.493942,6.2832,7.01642,7.39072
2.39,0.518485,6.2832,7.01949,7.39072
2.392,0.546097,6.2832,7.01949,7.39072
2.394,0.573709,6.2832,7.01949,7.39072
2.396,0.604388,6.2832,7.01949,7.39072
2.398,0.638136,6.2832,7.01949,7.39072
2.4,0.668815,6.2832,7.01949,7.39072
2.402,0.705631,6.2832,7.01949,7.39072
2.404,0.745514,6.2832,7.01949,7.39072
2.406,0.785398,6.2832,7.01949,7.39072
2.408,0.825281,6.2832,7.01949,7.39072
2.41,0.871301,6.2832,7.01642,7.39072
2.412,0.91732,6.2832,7.01642,7.39072
2.414,0.963339,6.2832,7.01642,7.39072
2.416,1.01549,6.2832,7.01642,7.39072
2.418,1.06458,6.2832,7.01336,7.39072
2.42,1.11981,6.2832,7.01336,7.39072
2.422,1.17503,6.2832,7.01029,7.39072
2.424,1.23332,6.2832,7.01029,7.38765
2.426,1.29161,6.2832,7.00722,7.38765
2.428,1.35297,6.2832,7.00722,7.38765
2.43,1.41433,6.2832,7.00415,7.38765
2.432,1.47876,6.2832,7.00415,7.38765
2.434,1.54625,6.2832,7.00108,7.38765
2.436,1.61375,6.2832,6.99802,7.38765
2.438,1.68431,6.2832,6.99802,7.38765
2.44,1.75487,6.2832,6.99495,7.38765
2.442,1.82544,6.2832,6.99188,7.38765
2.444,1.90214,6.2832,6.99188,7.38765
2.446,1.97577,6.2832,6.98881,7.38458
2.448,2.05553,6.2832,6.98574,7.38458
2.45,2.1353,6.2832,6.98268,7.38458
2.452,2.21507,6.2832,6.97961,7.38458
2.454,2.2979,6.2832,6.97654,7.38458
2.456,2.38074,6.2832,6.97347,7.38458
2.458,2.46357,6.2832,6.97041,7.38151
2.46,2.54947,6.2832,6.97041,7.38151
2.462,2.63845,6.2832,6.96427,7.38151
2.464,2.72742,6.2832,6.9612,7.38151
2.466,2.81946,6.2832,6.95813,7.38151
2.468,2.90843,6.2832,6.95507,7.37844
2.47,3.00046,6.2832,6.952,7.37844
2.472,3.09557,6.2832,6.94893,7.37844
2.474,3.19068,6.2832,6.94586,7.37844
2.476,3.28885,6.2832,6.94279,7.37538
2.478,3.38396,6.2832,6.93666,7.37538
2.48,3.48213,6.2832,6.93359,7.37538
2.482,3.58031,6.2832,6.93052,7.37538
2.484,3.68155,6.2832,6.92439,7.37231
2.486,3.77973,6.2832,6.92132,7.37231
2.488,3.88404,6.2832,6.91825,7.37231
2.49,3.98835,6.2832,6.91518,7.36924
2.492,4.08959,6.2832,6.90905,7.36924
2.494,4.19697,6.2832,6.90598,7.36617
2.496,4.29821,6.2832,6.89984,7.36617
2.498,4.40559,6.2832,6.89677,7.36617
2.5,4.5099,6.2832,6.89371,7.3631
2.502,4.62035,6.2832,6.88757,7.3631
2.504,4.72773,6.2832,6.8845,7.3631
2.506,4.83817,6.2832,6.87837,7.36004
2.508,4.94555,6.2832,6.8753,7.36004
2.51,5.05293,6.2832,6.86916,7.35697
2.512,5.16338,6.2832,6.86609,7.35697
2.514,5.27382,6.2832,6.85996,7.35697
2.516,5.38734,6.2832,6.85689,7.3539
2.518,5.49778,6.2832,6.85075,7.3539
2.52,5.60823,6.2832,6.84462,7.35083
2.522,5.71868,6.2832,6.84155,7.35083
2.524,5.82912,6.2832,6.83541,7.34776
2.526,5.93957,6.2832,6.82928,7.34776
2.528,6.05309,6.2832,6.82621,7.3447
2.53,6.1666,6.2832,6.82008,7.3447
2.532,6.27705,6.2832,6.81394,7.34163
2.534,6.39056,6.2832,6.81087,7.34163
2.536,6.50101,6.2832,6.80474,7.33856
2.538,6.61145,6.2832,6.7986,7.33856
2.54,6.72497,6.2832,6.79553,7.33856
2.542,6.83541,6.2832,6.7894,7.33549
2.544,6.94893,6.2832,6.78326,7.33549
2.546,7.05938,6.2832,6.77712,7.33242
2.548,7.16982,6.2832,6.77406,7.33242
2.55,7.28027,6.2832,6.76792,7.32936
2.552,7.39072,6.2832,6.76178,7.32936
2.554,7.50116,6.2832,6.75565,7.32629
2.556,7.61161,6.2832,6.74951,7.32629
2.558,7.71899,6.2832,6.74338,7.32322
2.56,7.82943,6.2832,6.73724,7.32322
2.562,7.93681,6.2832,6.73417,7.32015
2.564,8.04419,6.2832,6.72804,7.32015
2.566,8.1485,6.2832,6.7219,7.31708
2.568,8.25895,6.2832,6.71576,7.31708
2.57,8.36326,6.2832,6.70963,7.31402
2.572,8.46757,6.2832,6.70349,7.31402
2.574,8.57188,6.2832,6.69736,7.31095
2.576,8.67312,6.2832,6.69122,7.31095
2.578,8.77743,6.2832,6.68815,7.30788
2.58,8.88174,6.2832,6.68202,7.30788
2.582,8.97992,6.2832,6.67588,7.30481
2.584,9.08116,6.2832,6.66975,7.30481
2.586,9.17934,6.2832,6.66361,7.30174
2.588,9.27444,6.2832,6.65747,7.30174
2.59,9.36955,6.2832,6.65134,7.29868
2.592,9.46772,6.2832,6.6452,7.29868
2.594,9.56283,6.2832,6.63907,7.29561
2.596,9.65487,6.2832,6.63293,7.29561
2.598,9.74691,6.2832,6.62679,7.29254
2.6,9.83895,6.2832,6.62066,7.29254
2.602,9.92485,6.2832,6.61452,7.28947
2.604,10.0138,6.2832,6.60839,7.28947
2.606,10.1028,6.2832,6.60225,7.2864
2.608,10.1887,6.2832,6.59611,7.2864
2.61,10.2715,6.2832,6.58998,7.28334
2.612,10.3544,6.2832,6.58384,7.28334
2.614,10.4341,6.2832,6.57771,7.28027
2.616,10.5139,6.2832,6.57157,7.28027
2.618,10.5906,6.2832,6.56543,7.2772
2.62,10.6704,6.2832,6.5593,7.2772
2.622,10.744,6.2832,6.55316,7.2772
2.624,10.8176,6.2832,6.55009,7.27413
2.626,10.8882,6.2832,6.54396,7.27107
2.628,10.9588,6.2832,6.53782,7.27107
2.63,11.0262,6.2832,6.53169,7.27107
2.632,11.0937,6.2832,6.52555,7.268
2.634,11.1612,6.2832,6.51941,7.268
2.636,11.2226,6.2832,6.51328,7.26493
2.638,11.284,6.2832,6.50714,7.26493
2.64,11.3453,6.2832,6.50101,7.26186
2.642,11.4005,6.2832,6.49487,7.26186
2.644,11.4558,6.2832,6.48874,7.25879
2.646,11.511,6.2832,6.4826,7.25879
2.648,11.5631,6.2832,6.47646,7.25573
2.65,11.6153,6.2832,6.47033,7.25573
2.652,11.6613,6.2832,6.46419,7.25266
2.654,11.7073,6.2832,6.45806,7.25266
2.656,11.7534,6.2832,6.45192,7.24959
2.658,11.7963,6.2832,6.44578,7.24959
2.66,11.8362,6.2832,6.44272,7.24652
2.662,11.8761,6.2832,6.43658,7.24652
2.664,11.9129,6.2832,6.43044,7.24345
2.666,11.9466,6.2832,6.42431,7.24345
2.668,11.9773,6.2832,6.41817,7.24039
2.67,12.008,6.2832,6.41204,7.24039
2.672,12.0356,6.2832,6.4059,7.24039
2.674,12.0632,6.2832,6.40283,7.23732
2.676,12.0878,6.2832,6.3967,7.23425
2.678,12.1092,6.2832,6.39056,7.23425
2.68,12.1276,6.2832,6.38442,7.23118
2.682,12.1461,6.2832,6.38136,7.23118
2.684,12.1614,6.2832,6.37522,7.22811
2.686,12.1767,6.2832,6.36908,7.22811
2.688,12.1859,6.2832,6.36602,7.22811
2.69,12.1951,6.2832,6.35988,7.22505
2.692,12.2043,6.2832,6.35375,7.22198
2.694,12.2074,6.2832,6.35068,7.22198
2.696,12.2105,6.2832,6.34454,7.21891
2.698,12.2105,6.2832,6.33841,7.21891
2.7,12.2105,6.2832,6.33534,7.21584
2.702,12.2043,6.2832,6.3292,7.21584
2.704,12.1982,6.2832,6.32613,7.21277
2.706,12.189,6.2832,6.32,7.21277
2.708,12.1798,6.2832,6.31693,7.20971
2.71,12.1675,6.2832,6.31079,7.20971
2.712,12.1522,6.2832,6.30773,7.20664
2.714,12.1338,6.2832,6.30159,7.20664
2.716,12.1154,6.2832,6.29852,7.20357
2.718,12.0939,6.2832,6.29545,7.20357
2.72,12.0724,6.2832,6.28932,7.2005
2.722,12.0448,6.2832,6.28625,7.19743
2.724,12.0172,6.2832,6.28011,7.19743
2.726,11.9896,6.2832,6.27705,7.19437
2.728,11.9589,6.2832,6.27398,7.19437
2.73,11.9252,6.2832,6.26784,7.1913
2.732,11.8883,6.2832,6.26477,7.1913
2.734,11.8515,6.2832,6.26171,7.18823
2.736,11.8116,6.2832,6.25864,7.18823
2.738,11.7718,6.2832,6.2525,7.18516
2.74,11.7257,6.2832,6.24943,7.18209
2.742,11.6828,6.2832,6.24637,7.18209
2.744,11.6337,6.2832,6.2433,7.17903
2.746,11.5846,6.2832,6.23716,7.17903
2.748,11.5355,6.2832,6.23409,7.17596
2.75,11.4834,6.2832,6.23103,7.17596
2.752,11.4251,6.2832,6.22796,7.17289
2.754,11.3699,6.2832,6.22489,7.17289
2.756,11.3116,6.2832,6.22182,7.16982
2.758,11.2533,6.2832,6.21875,7.16675
2.76,11.1919,6.2832,6.21569,7.16675
2.762,11.1275,6.2832,6.21262,7.16675
2.764,11.06,6.2832,6.20955,7.16369
2.766,10.9925,6.2832,6.20648,7.16062
2.768,10.925,6.2832,6.20342,7.16062
2.77,10.8544,6.2832,6.20035,7.15755
2.772,10.7839,6.2832,6.19728,7.15755
2.774,10.7102,6.2832,6.19421,7.15448
2.776,10.6335,6.2832,6.19114,7.15448
2.778,10.5538,6.2832,6.18808,7.15141
2.78,10.4771,6.2832,6.18501,7.14835
2.782,10.3973,6.2832,6.18501,7.14835
2.784,10.3175,6.2832,6.18194,7.14528
2.786,10.2347,6.2832,6.17887,7.14528
2.788,10.1488,6.2832,6.1758,7.14221
2.79,10.066,6.2832,6.17274,7.14221
2.792,9.97701,6.2832,6.17274,7.13914
2.794,9.88804,6.2832,6.16967,7.13607
2.796,9.79906,6.2832,6.1666,7.13607
2.798,9.70703,6.2832,6.16353,7.13301
2.8,9.61499,6.2832,6.16353,7.13301
2.802,9.52295,6.2832,6.16046,7.12994
2.804,9.42784,6.2832,6.1574,7.12994
2.806,9.32967,6.2832,6.1574,7.12687
2.808,9.23456,6.2832,6.15433,7.1238
2.81,9.13638,6.2832,6.15126,7.1238
2.812,9.03821,6.2832,6.15126,7.12074
2.814,8.94004,6.2832,6.14819,7.12074
2.816,8.83879,6.2832,6.14819,7.11767
2.818,8.73448,6.2832,6.14512,7.11767
2.82,8.63324,6.2832,6.14206,7.1146
2.822,8.52893,6.2832,6.14206,7.11153
2.824,8.42462,6.2832,6.13899,7.11153
2.826,8.32031,6.2832,6.13899,7.10846
2.828,8.216,6.2832,6.13592,7.1054
2.83,8.10862,6.2832,6.13592,7.1054
2.832,8.00124,6.2832,6.13285,7.10233
2.834,7.89386,6.2832,6.13285,7.10233
2.836,7.78341,6.2832,6.12978,7.09926
2.838,7.67604,6.2832,6.12978,7.09926
2.84,7.56866,6.2832,6.12978,7.09619
2.842,7.45821,6.2832,6.12672,7.09312
2.844,7.34776,6.2832,6.12672,7.09312
2.846,7.23425,6.2832,6.12365,7.09006
2.848,7.12687,6.2832,6.12365,7.09006
2.85,7.01336,6.2832,6.12365,7.08699
2.852,6.90291,6.2832,6.12058,7.08699
2.854,6.79246,6.2832,6.12058,7.08392
2.856,6.68202,6.2832,6.12058,7.08392
2.858,6.56543,6.2832,6.11751,7.08085
2.86,6.45499,6.2832,6.11751,7.08085
2.862,6.34454,6.2832,6.11751,7.07778
2.864,6.23103,6.2832,6.11444,7.07472
2.866,6.12058,6.2832,6.11444,7.07472
2.868,6.01013,6.2832,6.11444,7.07165
2.87,5.89355,6.2832,6.11444,7.07165
2.872,5.7831,6.2832,6.11138,7.06858
2.874,5.66959,6.2832,6.11138,7.06858
2.876,5.55914,6.2832,6.11138,7.06551
2.878,5.4487,6.2832,6.11138,7.06551
2.88,5.33825,6.2832,6.11138,7.06244
2.882,5.2278,6.2832,6.11138,7.06244
2.884,5.11736,6.2832,6.10831,7.05938
2.886,5.00691,6.2832,6.10831,7.05938
2.888,4.89646,6.2832,6.10831,7.05631
2.89,4.78909,6.2832,6.10831,7.05631
2.892,4.68171,6.2832,6.10831,7.05324
2.894,4.57433,6.2832,6.10831,7.05324
2.896,4.46388,6.2832,6.10831,7.05017
2.898,4.3565,6.2832,6.10524,7.05017
2.9,4.25219,6.2832,6.10524,7.0471
2.902,4.14788,6.2832,6.10524,7.0471
2.904,4.04357,6.2832,6.10524,7.04404
2.906,3.93926,6.2832,6.10524,7.04404
2.908,3.83802,6.2832,6.10524,7.04097
2.91,3.73371,6.2832,6.10524,7.04097
2.912,3.63553,6.2832,6.10524,7.0379
2.914,3.53429,6.2832,6.10524,7.03483
2.916,3.43612,6.2832,6.10524,7.03483
2.918,3.33794,6.2832,6.10524,7.03176
2.92,3.23977,6.2832,6.10524,7.03176
2.922,3.14466,6.2832,6.10524,7.03176
2.924,3.04648,6.2832,6.10524,7.0287
2.926,2.95445,6.2832,6.10524,7.02563
2.928,2.86241,6.2832,6.10524,7.02563
2.93,2.77344,6.2832,6.10524,7.02256
2.932,2.6814,6.2832,6.10524,7.02256
2.934,2.59243,6.2832,6.10524,7.01949
2.936,2.50346,6.2832,6.10524,7.01949
2.938,2.41755,6.2832,6.10524,7.01642
2.94,2.33165,6.2832,6.10524,7.01642
2.942,2.24881,6.2832,6.10524,7.01336
2.944,2.16905,6.2832,6.10524,7.01336
2.946,2.08928,6.2832,6.10524,7.01029
2.948,2.00951,6.2832,6.10524,7.01029
2.95,1.92975,6.2832,6.10524,7.00722
2.952,1.85612,6.2832,6.10524,7.00722
2.954,1.77942,6.2832,6.10524,7.00415
2.956,1.70885,6.2832,6.10524,7.00415
2.958,1.63829,6.2832,6.10524,7.00108
2.96,1.5708,6.2832,6.10524,7.00108
2.962,1.50023,6.2832,6.10524,6.99802
2.964,1.43581,6.2832,6.10524,6.99802
2.966,1.37138,6.2832,6.10524,6.99495
2.968,1.31002,6.2832,6.10524,6.99495
2.97,1.24866,6.2832,6.10524,6.99188
2.972,1.19037,6.2832,6.10524,6.99188
2.974,1.13208,6.2832,6.10524,6.98881
2.976,1.07685,6.2832,6.10524,6.98881
2.978,1.0247,6.2832,6.10524,6.98574
2.98,0.972543,6.2832,6.10524,6.98268
2.982,0.923456,6.2832,6.10524,6.98268
2.984,0.877437,6.2832,6.10524,6.98268
2.986,0.834485,6.2832,6.10524,6.97961
2.988,0.788466,6.2832,6.10524,6.97654
2.99,0.748582,6.2832,6.10524,6.97654
2.992,0.708699,6.2832,6.10524,6.97347
2.994,0.668815,6.2832,6.10524,6.97347
2.996,0.635068,6.2832,6.10524,6.97041
2.998,0.60132,6.2832,6.10524,6.97041
3,0.570641,6.2832,6.10524,6.97041
3.002,0.539961,6.2832,6.10524,6.96734
3.004,0.515417,6.2832,6.10524,6.96427
3.006,0.487806,6.2832,6.10524,6.96427
3.008,0.46633,6.2832,6.10524,6.9612
3.01,0.444854,6.2832,6.10524,6.9612
3.012,0.426446,6.2832,6.10524,6.95813
3.014,0.408039,6.2832,6.10524,6.95813
3.016,0.395767,6.2832,6.10524,6.95813
3.018,0.380427,6.2832,6.10524,6.95507
3.02,0.371223,6.2832,6.10524,6.95507
3.022,0.365087,6.2832,6.10524,6.952
3.024,0.358951,6.2832,6.10524,6.94893
3.026,0.355883,6.2832,6.10524,6.94893
3.028,0.352815,6.2832,6.10524,6.94586
3.03,0.352815,6.2832,6.10524,6.94586
3.032,0.355883,6.2832,6.10524,6.94586
3.034,0.365087,6.2832,6.10524,6.94279
3.036,0.371223,6.2832,6.10524,6.94279
3.038,0.380427,6.2832,6.10524,6.93973
3.04,0.395767,6.2832,6.10524,6.93973
3.042,0.408039,6.2832,6.10524,6.93666
3.044,0.426446,6.2832,6.10524,6.93666
3.046,0.444854,6.2832,6.10524,6.93359
3.048,0.46633,6.2832,6.10524,6.93359
3.05,0.487806,6.2832,6.10524,6.93052
3.052,0.512349,6.2832,6.10524,6.93052
3.054,0.539961,6.2832,6.10524,6.92745
3.056,0.570641,6.2832,6.10524,6.92745
3.058,0.60132,6.2832,6.10524,6.92439
3.06,0.635068,6.2832,6.10524,6.92439
3.062,0.668815,6.2832,6.10524,6.92132
3.064,0.705631,6.2832,6.10524,6.92132
3.066,0.742446,6.2832,6.10524,6.91825
3.068,0.785398,6.2832,6.10524,6.91825
3.07,0.828349,6.2832,6.10524,6.91518
3.072,0.871301,6.2832,6.10524,6.91518
3.074,0.920388,6.2832,6.10524,6.91211
3.076,0.966407,6.2832,6.10524,6.91211
3.078,1.01856,6.2832,6.10524,6.90905
3.08,1.07072,6.2832,6.10524,6.90905
3.082,1.12594,6.2832,6.10524,6.90598
3.084,1.18116,6.2832,6.10524,6.90598
3.086,1.23946,6.2832,6.10524,6.90291
3.088,1.29775,6.2832,6.10524,6.90291
3.09,1.35911,6.2832,6.10524,6.89984
3.092,1.42353,6.2832,6.10524,6.89984
3.094,1.48796,6.2832,6.10524,6.89677
3.096,1.55546,6.2832,6.10524,6.89677
3.098,1.62295,6.2832,6.10524,6.89677
3.1,1.69351,6.2832,6.10524,6.89371
3.102,1.76714,6.2832,6.10524,6.89064
3.104,1.83771,6.2832,6.10524,6.89064
3.106,1.91441,6.2832,6.10524,6.88757
3.108,1.99111,6.2832,6.10524,6.88757
3.11,2.07087,6.2832,6.10524,6.8845
3.112,2.15064,6.2832,6.10524,6.8845
3.114,2.23041,6.2832,6.10524,6.8845
3.116,2.31324,6.2832,6.10524,6.88143
3.118,2.39608,6.2832,6.10524,6.88143
